,Adj Close
2021-01-01,
2021-01-02,
2021-01-03,
2021-01-04,34.20000076293945
2021-01-05,33.45000076293945
2021-01-06,33.45000076293945
2021-01-07,32.5
2021-01-08,31.950000762939453
2021-01-09,31.950000762939453
2021-01-10,31.950000762939453
2021-01-11,31.100000381469727
2021-01-12,32.45000076293945
2021-01-13,33.099998474121094
2021-01-14,32.79999923706055
2021-01-15,31.950000762939453
2021-01-16,31.950000762939453
2021-01-17,31.950000762939453
2021-01-18,31.649999618530273
2021-01-19,32.650001525878906
2021-01-20,33.29999923706055
2021-01-21,35.04999923706055
2021-01-22,35.25
2021-01-23,35.25
2021-01-24,35.25
2021-01-25,36.099998474121094
2021-01-26,36.75
2021-01-27,34.75
2021-01-28,33.95000076293945
2021-01-29,35.04999923706055
2021-01-30,35.04999923706055
2021-01-31,35.04999923706055
2021-02-01,35.75
2021-02-02,35.099998474121094
2021-02-03,37.54999923706055
2021-02-04,34.0
2021-02-05,33.25
2021-02-06,33.25
2021-02-07,33.25
2021-02-08,32.75
2021-02-09,34.900001525878906
2021-02-10,33.650001525878906
2021-02-11,35.95000076293945
2021-02-12,35.0
2021-02-13,35.0
2021-02-14,35.0
2021-02-15,37.0
2021-02-16,38.25
2021-02-17,37.5
2021-02-18,36.099998474121094
2021-02-19,38.95000076293945
2021-02-20,38.95000076293945
2021-02-21,38.95000076293945
2021-02-22,37.75
2021-02-23,35.099998474121094
2021-02-24,35.099998474121094
2021-02-25,34.400001525878906
2021-02-26,33.150001525878906
2021-02-27,33.150001525878906
2021-02-28,33.150001525878906
2021-03-01,34.79999923706055
2021-03-02,34.29999923706055
2021-03-03,34.349998474121094
2021-03-04,33.099998474121094
2021-03-05,32.25
2021-03-06,32.25
2021-03-07,32.25
2021-03-08,31.75
2021-03-09,32.900001525878906
2021-03-10,32.70000076293945
2021-03-11,33.29999923706055
2021-03-12,33.099998474121094
2021-03-13,33.099998474121094
2021-03-14,33.099998474121094
2021-03-15,33.45000076293945
2021-03-16,33.20000076293945
2021-03-17,32.400001525878906
2021-03-18,32.349998474121094
2021-03-19,32.54999923706055
2021-03-20,32.54999923706055
2021-03-21,32.54999923706055
2021-03-22,33.150001525878906
2021-03-23,31.899999618530273
2021-03-24,32.349998474121094
2021-03-25,32.0
2021-03-26,32.0
2021-03-27,32.0
2021-03-28,32.0
2021-03-29,32.099998474121094
2021-03-30,32.79999923706055
2021-03-31,33.79999923706055
2021-04-01,33.79999923706055
2021-04-02,33.79999923706055
2021-04-03,33.79999923706055
2021-04-04,33.79999923706055
2021-04-05,33.79999923706055
2021-04-06,35.599998474121094
2021-04-07,34.95000076293945
2021-04-08,35.849998474121094
2021-04-09,35.79999923706055
2021-04-10,35.79999923706055
2021-04-11,35.79999923706055
2021-04-12,34.20000076293945
2021-04-13,35.79999923706055
2021-04-14,36.79999923706055
2021-04-15,37.20000076293945
2021-04-16,38.95000076293945
2021-04-17,38.95000076293945
2021-04-18,38.95000076293945
2021-04-19,39.400001525878906
2021-04-20,38.099998474121094
2021-04-21,36.099998474121094
2021-04-22,35.25
2021-04-23,35.099998474121094
2021-04-24,35.099998474121094
2021-04-25,35.099998474121094
2021-04-26,36.79999923706055
2021-04-27,37.79999923706055
2021-04-28,37.45000076293945
2021-04-29,38.75
2021-04-30,38.400001525878906
2021-05-01,38.400001525878906
2021-05-02,38.400001525878906
2021-05-03,36.54999923706055
