,Adj Close
2021-01-01,
2021-01-02,
2021-01-03,
2021-01-04,45.0
2021-01-05,44.099998474121094
2021-01-06,44.099998474121094
2021-01-07,43.400001525878906
2021-01-08,43.900001525878906
2021-01-09,43.900001525878906
2021-01-10,43.900001525878906
2021-01-11,44.400001525878906
2021-01-12,44.0
2021-01-13,45.29999923706055
2021-01-14,45.900001525878906
2021-01-15,45.0
2021-01-16,45.0
2021-01-17,45.0
2021-01-18,44.400001525878906
2021-01-19,44.5
2021-01-20,44.20000076293945
2021-01-21,45.0
2021-01-22,44.5
2021-01-23,44.5
2021-01-24,44.5
2021-01-25,44.599998474121094
2021-01-26,44.900001525878906
2021-01-27,44.29999923706055
2021-01-28,44.20000076293945
2021-01-29,44.400001525878906
2021-01-30,44.400001525878906
2021-01-31,44.400001525878906
2021-02-01,45.0
2021-02-02,44.70000076293945
2021-02-03,45.900001525878906
2021-02-04,47.599998474121094
2021-02-05,48.5
2021-02-06,48.5
2021-02-07,48.5
2021-02-08,51.0
2021-02-09,50.0
2021-02-10,48.900001525878906
2021-02-11,50.400001525878906
2021-02-12,50.599998474121094
2021-02-13,50.599998474121094
2021-02-14,50.599998474121094
2021-02-15,52.20000076293945
2021-02-16,51.0
2021-02-17,52.79999923706055
2021-02-18,46.0
2021-02-19,43.70000076293945
2021-02-20,43.70000076293945
2021-02-21,43.70000076293945
2021-02-22,43.29999923706055
2021-02-23,42.5
2021-02-24,42.5
2021-02-25,41.400001525878906
2021-02-26,43.099998474121094
2021-02-27,43.099998474121094
2021-02-28,43.099998474121094
2021-03-01,44.70000076293945
2021-03-02,43.70000076293945
2021-03-03,44.79999923706055
2021-03-04,44.70000076293945
2021-03-05,44.0
2021-03-06,44.0
2021-03-07,44.0
2021-03-08,43.5
2021-03-09,43.400001525878906
2021-03-10,43.20000076293945
2021-03-11,43.79999923706055
2021-03-12,43.5
2021-03-13,43.5
2021-03-14,43.5
2021-03-15,44.400001525878906
2021-03-16,45.599998474121094
2021-03-17,47.900001525878906
2021-03-18,47.900001525878906
2021-03-19,46.5
2021-03-20,46.5
2021-03-21,46.5
2021-03-22,50.0
2021-03-23,49.29999923706055
2021-03-24,48.900001525878906
2021-03-25,48.70000076293945
2021-03-26,47.5
2021-03-27,47.5
2021-03-28,47.5
2021-03-29,47.79999923706055
2021-03-30,47.0
2021-03-31,48.70000076293945
2021-04-01,48.5
2021-04-02,48.5
2021-04-03,48.5
2021-04-04,48.5
2021-04-05,48.5
2021-04-06,49.29999923706055
2021-04-07,49.29999923706055
2021-04-08,49.79999923706055
2021-04-09,49.79999923706055
2021-04-10,49.79999923706055
2021-04-11,49.79999923706055
2021-04-12,51.0
2021-04-13,50.400001525878906
2021-04-14,49.099998474121094
2021-04-15,49.099998474121094
2021-04-16,49.5
2021-04-17,49.5
2021-04-18,49.5
2021-04-19,49.5
2021-04-20,49.0
2021-04-21,49.400001525878906
2021-04-22,50.0
2021-04-23,49.79999923706055
2021-04-24,49.79999923706055
2021-04-25,49.79999923706055
2021-04-26,52.0
2021-04-27,52.599998474121094
2021-04-28,53.0
2021-04-29,52.0
2021-04-30,53.400001525878906
2021-05-01,53.400001525878906
2021-05-02,53.400001525878906
2021-05-03,53.0
