,Adj Close
2021-01-01,
2021-01-02,
2021-01-03,
2021-01-04,5.239999771118164
2021-01-05,5.559999942779541
2021-01-06,5.559999942779541
2021-01-07,5.360000133514404
2021-01-08,5.360000133514404
2021-01-09,5.360000133514404
2021-01-10,5.360000133514404
2021-01-11,5.179999828338623
2021-01-12,5.099999904632568
2021-01-13,5.21999979019165
2021-01-14,5.199999809265137
2021-01-15,5.099999904632568
2021-01-16,5.099999904632568
2021-01-17,5.099999904632568
2021-01-18,4.940000057220459
2021-01-19,4.900000095367432
2021-01-20,5.039999961853027
2021-01-21,4.949999809265137
2021-01-22,4.940000057220459
2021-01-23,4.940000057220459
2021-01-24,4.940000057220459
2021-01-25,4.800000190734863
2021-01-26,4.820000171661377
2021-01-27,4.699999809265137
2021-01-28,4.690000057220459
2021-01-29,4.610000133514404
2021-01-30,4.610000133514404
2021-01-31,4.610000133514404
2021-02-01,4.570000171661377
2021-02-02,4.570000171661377
2021-02-03,4.610000133514404
2021-02-04,4.559999942779541
2021-02-05,4.579999923706055
2021-02-06,4.579999923706055
2021-02-07,4.579999923706055
2021-02-08,4.559999942779541
2021-02-09,4.579999923706055
2021-02-10,4.510000228881836
2021-02-11,4.5
2021-02-12,4.5
2021-02-13,4.5
2021-02-14,4.5
2021-02-15,4.630000114440918
2021-02-16,4.590000152587891
2021-02-17,4.570000171661377
2021-02-18,4.489999771118164
2021-02-19,4.880000114440918
2021-02-20,4.880000114440918
2021-02-21,4.880000114440918
2021-02-22,5.119999885559082
2021-02-23,5.059999942779541
2021-02-24,5.059999942779541
2021-02-25,5.400000095367432
2021-02-26,5.119999885559082
2021-02-27,5.119999885559082
2021-02-28,5.119999885559082
2021-03-01,5.059999942779541
2021-03-02,4.989999771118164
2021-03-03,5.059999942779541
2021-03-04,4.900000095367432
2021-03-05,4.849999904632568
2021-03-06,4.849999904632568
2021-03-07,4.849999904632568
2021-03-08,4.840000152587891
2021-03-09,4.849999904632568
2021-03-10,4.900000095367432
2021-03-11,5.079999923706055
2021-03-12,5.059999942779541
2021-03-13,5.059999942779541
2021-03-14,5.059999942779541
2021-03-15,5.21999979019165
2021-03-16,5.199999809265137
2021-03-17,5.159999847412109
2021-03-18,5.239999771118164
2021-03-19,5.199999809265137
2021-03-20,5.199999809265137
2021-03-21,5.199999809265137
2021-03-22,5.320000171661377
2021-03-23,5.300000190734863
2021-03-24,5.360000133514404
2021-03-25,5.159999847412109
2021-03-26,5.0
2021-03-27,5.0
2021-03-28,5.0
2021-03-29,4.929999828338623
2021-03-30,4.980000019073486
2021-03-31,4.980000019073486
2021-04-01,5.03000020980835
2021-04-02,5.03000020980835
2021-04-03,5.03000020980835
2021-04-04,5.03000020980835
2021-04-05,5.03000020980835
2021-04-06,4.994999885559082
2021-04-07,4.965000152587891
2021-04-08,4.965000152587891
2021-04-09,5.039999961853027
2021-04-10,5.039999961853027
2021-04-11,5.039999961853027
2021-04-12,5.0
2021-04-13,4.840000152587891
2021-04-14,4.945000171661377
2021-04-15,4.804999828338623
2021-04-16,4.815000057220459
2021-04-17,4.815000057220459
2021-04-18,4.815000057220459
2021-04-19,4.710000038146973
2021-04-20,4.650000095367432
2021-04-21,4.619999885559082
2021-04-22,4.730000019073486
2021-04-23,4.730000019073486
2021-04-24,4.730000019073486
2021-04-25,4.730000019073486
2021-04-26,4.840000152587891
2021-04-27,4.949999809265137
2021-04-28,4.945000171661377
2021-04-29,4.929999828338623
2021-04-30,4.900000095367432
2021-05-01,4.900000095367432
2021-05-02,4.900000095367432
2021-05-03,5.0
