,Adj Close
2021-01-01,
2021-01-02,
2021-01-03,
2021-01-04,24.0
2021-01-05,23.399999618530273
2021-01-06,23.399999618530273
2021-01-07,23.600000381469727
2021-01-08,23.600000381469727
2021-01-09,23.600000381469727
2021-01-10,23.600000381469727
2021-01-11,23.600000381469727
2021-01-12,23.0
2021-01-13,22.0
2021-01-14,22.799999237060547
2021-01-15,22.399999618530273
2021-01-16,22.399999618530273
2021-01-17,22.399999618530273
2021-01-18,21.200000762939453
2021-01-19,21.799999237060547
2021-01-20,21.799999237060547
2021-01-21,20.399999618530273
2021-01-22,20.200000762939453
2021-01-23,20.200000762939453
2021-01-24,20.200000762939453
2021-01-25,20.200000762939453
2021-01-26,20.200000762939453
2021-01-27,19.799999237060547
2021-01-28,19.100000381469727
2021-01-29,18.299999237060547
2021-01-30,18.299999237060547
2021-01-31,18.299999237060547
2021-02-01,19.600000381469727
2021-02-02,19.700000762939453
2021-02-03,19.899999618530273
2021-02-04,19.0
2021-02-05,20.0
2021-02-06,20.0
2021-02-07,20.0
2021-02-08,20.200000762939453
2021-02-09,21.0
2021-02-10,20.399999618530273
2021-02-11,21.0
2021-02-12,21.799999237060547
2021-02-13,21.799999237060547
2021-02-14,21.799999237060547
2021-02-15,21.799999237060547
2021-02-16,22.600000381469727
2021-02-17,27.0
2021-02-18,25.799999237060547
2021-02-19,24.399999618530273
2021-02-20,24.399999618530273
2021-02-21,24.399999618530273
2021-02-22,23.799999237060547
2021-02-23,23.0
2021-02-24,22.399999618530273
2021-02-25,22.0
2021-02-26,21.0
2021-02-27,21.0
2021-02-28,21.0
2021-03-01,20.799999237060547
2021-03-02,23.600000381469727
2021-03-03,23.399999618530273
2021-03-04,22.200000762939453
2021-03-05,23.0
2021-03-06,23.0
2021-03-07,23.0
2021-03-08,23.0
2021-03-09,23.200000762939453
2021-03-10,22.799999237060547
2021-03-11,23.0
2021-03-12,22.600000381469727
2021-03-13,22.600000381469727
2021-03-14,22.600000381469727
2021-03-15,22.0
2021-03-16,22.0
2021-03-17,22.200000762939453
2021-03-18,22.0
2021-03-19,22.0
2021-03-20,22.0
2021-03-21,22.0
2021-03-22,22.0
2021-03-23,22.0
2021-03-24,21.799999237060547
2021-03-25,22.0
2021-03-26,22.0
2021-03-27,22.0
2021-03-28,22.0
2021-03-29,22.799999237060547
2021-03-30,22.0
2021-03-31,22.0
2021-04-01,22.0
2021-04-02,22.0
2021-04-03,22.0
2021-04-04,22.0
2021-04-05,22.0
2021-04-06,22.0
2021-04-07,22.5
2021-04-08,21.799999237060547
2021-04-09,22.100000381469727
2021-04-10,22.100000381469727
2021-04-11,22.100000381469727
2021-04-12,22.200000762939453
2021-04-13,22.5
2021-04-14,21.600000381469727
2021-04-15,22.299999237060547
2021-04-16,21.700000762939453
2021-04-17,21.700000762939453
2021-04-18,21.700000762939453
2021-04-19,21.899999618530273
2021-04-20,21.600000381469727
2021-04-21,21.600000381469727
2021-04-22,21.700000762939453
2021-04-23,21.799999237060547
2021-04-24,21.799999237060547
2021-04-25,21.799999237060547
2021-04-26,22.0
2021-04-27,21.600000381469727
2021-04-28,21.600000381469727
2021-04-29,21.100000381469727
2021-04-30,21.100000381469727
2021-05-01,21.100000381469727
2021-05-02,21.100000381469727
2021-05-03,21.899999618530273
