,Adj Close
2021-01-01,
2021-01-02,
2021-01-03,
2021-01-04,3186.6298828125
2021-01-05,3218.510009765625
2021-01-06,3138.3798828125
2021-01-07,3162.159912109375
2021-01-08,3182.699951171875
2021-01-09,3182.699951171875
2021-01-10,3182.699951171875
2021-01-11,3114.2099609375
2021-01-12,3120.830078125
2021-01-13,3165.889892578125
2021-01-14,3127.469970703125
2021-01-15,3104.25
2021-01-16,3104.25
2021-01-17,3104.25
2021-01-18,3104.25
2021-01-19,3120.760009765625
2021-01-20,3263.3798828125
2021-01-21,3306.989990234375
2021-01-22,3292.22998046875
2021-01-23,3292.22998046875
2021-01-24,3292.22998046875
2021-01-25,3294.0
2021-01-26,3326.1298828125
2021-01-27,3232.580078125
2021-01-28,3237.6201171875
2021-01-29,3206.199951171875
2021-01-30,3206.199951171875
2021-01-31,3206.199951171875
2021-02-01,3342.8798828125
2021-02-02,3380.0
2021-02-03,3312.530029296875
2021-02-04,3331.0
2021-02-05,3352.14990234375
2021-02-06,3352.14990234375
2021-02-07,3352.14990234375
2021-02-08,3322.93994140625
2021-02-09,3305.0
2021-02-10,3286.580078125
2021-02-11,3262.1298828125
2021-02-12,3277.7099609375
2021-02-13,3277.7099609375
2021-02-14,3277.7099609375
2021-02-15,3277.7099609375
2021-02-16,3268.949951171875
2021-02-17,3308.639892578125
2021-02-18,3328.22998046875
2021-02-19,3249.89990234375
2021-02-20,3249.89990234375
2021-02-21,3249.89990234375
2021-02-22,3180.739990234375
2021-02-23,3194.5
2021-02-24,3159.530029296875
2021-02-25,3057.159912109375
2021-02-26,3092.929931640625
2021-02-27,3092.929931640625
2021-02-28,3092.929931640625
2021-03-01,3146.139892578125
2021-03-02,3094.530029296875
2021-03-03,3005.0
2021-03-04,2977.570068359375
2021-03-05,3000.4599609375
2021-03-06,3000.4599609375
2021-03-07,3000.4599609375
2021-03-08,2951.949951171875
2021-03-09,3062.85009765625
2021-03-10,3057.639892578125
2021-03-11,3113.590087890625
2021-03-12,3089.489990234375
2021-03-13,3089.489990234375
2021-03-14,3089.489990234375
2021-03-15,3081.679931640625
2021-03-16,3091.860107421875
2021-03-17,3135.72998046875
2021-03-18,3027.989990234375
2021-03-19,3074.9599609375
2021-03-20,3074.9599609375
2021-03-21,3074.9599609375
2021-03-22,3110.8701171875
2021-03-23,3137.5
2021-03-24,3087.070068359375
2021-03-25,3046.260009765625
2021-03-26,3052.030029296875
2021-03-27,3052.030029296875
2021-03-28,3052.030029296875
2021-03-29,3075.72998046875
2021-03-30,3055.2900390625
2021-03-31,3094.080078125
2021-04-01,3161.0
2021-04-02,3161.0
2021-04-03,3161.0
2021-04-04,3161.0
2021-04-05,3226.72998046875
2021-04-06,3223.820068359375
2021-04-07,3279.389892578125
2021-04-08,3299.300048828125
2021-04-09,3372.199951171875
2021-04-10,3372.199951171875
2021-04-11,3372.199951171875
2021-04-12,3379.389892578125
2021-04-13,3400.0
2021-04-14,3333.0
2021-04-15,3379.090087890625
2021-04-16,3399.43994140625
2021-04-17,3399.43994140625
2021-04-18,3399.43994140625
2021-04-19,3372.010009765625
2021-04-20,3334.68994140625
2021-04-21,3362.02001953125
2021-04-22,3309.0400390625
2021-04-23,3340.8798828125
2021-04-24,3340.8798828125
2021-04-25,3340.8798828125
2021-04-26,3409.0
2021-04-27,3417.429931640625
2021-04-28,3458.5
2021-04-29,3471.31005859375
2021-04-30,3467.419921875
2021-05-01,3467.419921875
2021-05-02,3467.419921875
2021-05-03,3386.489990234375
2021-05-04,3311.8701171875
2021-05-05,3270.5400390625
2021-05-06,3306.3701171875
2021-05-07,3291.610107421875
2021-05-08,3291.610107421875
2021-05-09,3291.610107421875
2021-05-10,3190.489990234375
2021-05-11,3223.909912109375
2021-05-12,3151.93994140625
2021-05-13,3161.469970703125
2021-05-14,3222.89990234375
2021-05-15,3222.89990234375
2021-05-16,3222.89990234375
2021-05-17,3222.89990234375
