,Adj Close
2021-01-01,
2021-01-02,
2021-01-03,
2021-01-04,217.1897735595703
2021-01-05,217.3992919921875
2021-01-06,211.76226806640625
2021-01-07,217.78839111328125
2021-01-08,219.11534118652344
2021-01-09,219.11534118652344
2021-01-10,219.11534118652344
2021-01-11,216.990234375
2021-01-12,214.4361114501953
2021-01-13,215.84288024902344
2021-01-14,212.530517578125
2021-01-15,212.16134643554688
2021-01-16,212.16134643554688
2021-01-17,212.16134643554688
2021-01-18,212.16134643554688
2021-01-19,215.94264221191406
2021-01-20,223.82449340820312
2021-01-21,224.4530487060547
2021-01-22,225.4307861328125
2021-01-23,225.4307861328125
2021-01-24,225.4307861328125
2021-01-25,229.0025634765625
2021-01-26,231.796142578125
2021-01-27,232.3648223876953
2021-01-28,238.38096618652344
2021-01-29,231.42698669433594
2021-01-30,231.42698669433594
2021-01-31,231.42698669433594
2021-02-01,239.09930419921875
2021-02-02,238.95962524414062
2021-02-03,242.44161987304688
2021-02-04,241.45388793945312
2021-02-05,241.64344787597656
2021-02-06,241.64344787597656
2021-02-07,241.64344787597656
2021-02-08,241.912841796875
2021-02-09,243.20985412597656
2021-02-10,242.2620391845703
2021-02-11,243.92819213867188
2021-02-12,244.4270477294922
2021-02-13,244.4270477294922
2021-02-14,244.4270477294922
2021-02-15,244.4270477294922
2021-02-16,243.13999938964844
2021-02-17,244.1999969482422
2021-02-18,243.7899932861328
2021-02-19,240.97000122070312
2021-02-20,240.97000122070312
2021-02-21,240.97000122070312
2021-02-22,234.50999450683594
2021-02-23,233.27000427246094
2021-02-24,234.5500030517578
2021-02-25,228.99000549316406
2021-02-26,232.3800048828125
2021-02-27,232.3800048828125
2021-02-28,232.3800048828125
2021-03-01,236.94000244140625
2021-03-02,233.8699951171875
2021-03-03,227.55999755859375
2021-03-04,226.72999572753906
2021-03-05,231.60000610351562
2021-03-06,231.60000610351562
2021-03-07,231.60000610351562
2021-03-08,227.38999938964844
2021-03-09,233.77999877929688
2021-03-10,232.4199981689453
2021-03-11,237.1300048828125
2021-03-12,235.75
2021-03-13,235.75
2021-03-14,235.75
2021-03-15,234.80999755859375
2021-03-16,237.7100067138672
2021-03-17,237.0399932861328
2021-03-18,230.72000122070312
2021-03-19,230.35000610351562
2021-03-20,230.35000610351562
2021-03-21,230.35000610351562
2021-03-22,235.99000549316406
2021-03-23,237.5800018310547
2021-03-24,235.4600067138672
2021-03-25,232.33999633789062
2021-03-26,236.47999572753906
2021-03-27,236.47999572753906
2021-03-28,236.47999572753906
2021-03-29,235.24000549316406
2021-03-30,231.85000610351562
2021-03-31,235.77000427246094
2021-04-01,242.35000610351562
2021-04-02,242.35000610351562
2021-04-03,242.35000610351562
2021-04-04,242.35000610351562
2021-04-05,249.07000732421875
2021-04-06,247.86000061035156
2021-04-07,249.89999389648438
2021-04-08,253.25
2021-04-09,255.85000610351562
2021-04-10,255.85000610351562
2021-04-11,255.85000610351562
2021-04-12,255.91000366210938
2021-04-13,258.489990234375
2021-04-14,255.58999633789062
2021-04-15,259.5
2021-04-16,260.739990234375
2021-04-17,260.739990234375
2021-04-18,260.739990234375
2021-04-19,258.739990234375
2021-04-20,258.260009765625
2021-04-21,260.5799865722656
2021-04-22,257.1700134277344
2021-04-23,261.1499938964844
2021-04-24,261.1499938964844
2021-04-25,261.1499938964844
2021-04-26,261.54998779296875
2021-04-27,261.9700012207031
2021-04-28,254.55999755859375
2021-04-29,252.50999450683594
2021-04-30,252.17999267578125
2021-05-01,252.17999267578125
2021-05-02,252.17999267578125
2021-05-03,251.86000061035156
2021-05-04,247.7899932861328
2021-05-05,246.47000122070312
2021-05-06,249.72999572753906
2021-05-07,252.4600067138672
2021-05-08,252.4600067138672
2021-05-09,252.4600067138672
2021-05-10,247.17999267578125
2021-05-11,246.22999572753906
2021-05-12,246.22999572753906
